,0,1,2,3,4,5,6,7,8,9
Wema Bank Urges Digital Empowerment for MSMEs.txt,digital,msme,wema,sustainable,prioritise,day,event,loans,financial,technology
Wetheridge_10142595_Thesis.txt,marriage,girls,education,school,data,married,early,schooling,women,age
What I learnt from Yoruba land.txt,people,funeral,way,guests,eating,young,yoruba,person,deceased,even
What Is Good Public Procurement? What Does It Look Like?.txt,procurement,purchasing,value,public,good,key,purpose,best,may,lowest
What Shakespeare can teach us about racism.txt,shakespeare,black,white,race,like,plays,racial,whiteness,first,people
What is AI in healthcare?.txt,ai,healthcare,medical,artificial,intelligence,explore,pros,current,future,growth
What is Candidate Relevancy?.txt,candidate,relevancy,employers,job,designed,one,hiring,experience,resume,process
What is a STEM degree and are they worth it?.txt,stem,msc,construction,management,degree,engineering,degrees,online,skills,career
What is fújì music.txt,fújì,yoruba,political,global,politics,secular,musical,century,ayinde,music
"What to cook with plantain, from chips to pancakes.txt",plantains,make,plantain,used,ripe,served,fruit,ingredient,west,african
When Children Become Liabilities.txt,population,children,people,must,growing,poor,years,education,million,problem
When he was nearly thirteen.txt,simon,said,began,would,saint,river,maycomb,brother,arm,never
"When helicopters crash: Wigwe, Kobe, Iran….txt",helicopter,president,life,foreign,crash,died,iranian,iran,weather,death
Where are the APC’s Progressives?.txt,party,tinubu,apc,president,progressive,policies,parties,nothing,ideological,political
Where’s the money? Jumia says it paid its delivery workers. Workers say they’re still waiting.txt,jumia,food,workers,rest,told,delivery,world,paid,logistics,company
Whispers of the Silver Moon.txt,silver,lyra,moon,light,village,land,heart,sacred,beyond,destiny
Why Igbos will suffer more if Nigeria fails — Iwuanyanwu.txt,igbos,nigeria,support,going,president,suffer,government,general,explained,tribes
Why Lagos fails to access N4.5bn TETFUND allocation in six years – Reps Committee.txt,state,fund,access,committee,lagos,due,inability,meet,funding,funds
Why Nigeria’s move into AI’s large language models should not be ignored.txt,ai,global,language,one,informal,content,digital,nigeria,economic,diversity
Why We Rescheduled The AI Debut In Nigeria Launch To A New Date- Arnold Agure-Dam.txt,ai,nigeria,debut,launch,event,change,date,june,new,al
Why Yorubas cannot secede from Nigeria (II).txt,yoruba,nigerian,nigeria,yorubas,president,first,secession,republic,want,region
Why certificate racketeering will be difficult to eradicate in Nigeria — Faborode.txt,said,value,nigerian,nowadays,one,former,would,racketeering,among,place
Why govt must address sexual harassment in tertiary institutions — Stakeholders.txt,sexual,harassment,tertiary,students,female,victims,cases,noted,institutions,media
Why is ECOWAS so important to Nigeria?.txt,ecowas,nigeria,three,force,west,per,cent,power,peacekeeping,helped
Why sustainability.txt,term,program,long,needs,ongoing,funding,need,international,running,programs
Winter.txt,winter,cold,snow,ice,human,season,natural,many,temperatures,cultural
Wole Soyinka’s promise to Tinubu and Dantata’s visit.txt,president,tinubu,one,year,nigerians,may,see,nobel,soyinka,stubborn
"Woman shot, scores injured as police teargas Delta protesters.txt",police,ughelli,protesting,women,area,peaceful,one,woman,shot,others
Women should stop putting pressure on men— Mo Bewa.txt,think,mo,women,pressure,video,put,bewa,part,actress,social
Women with disabilities urge Tinubu to replace Edu with Tejuosho.txt,humanitarian,disabilities,president,poverty,women,minister,affairs,across,tari,people
"Work Ministry revokes N870bn road contracts, 2,270 projects suffer delay.txt",projects,road,contracts,minister,federal,government,contractors,section,affected,three
"Workers will rather work for free than accept N48,000 — NLC.txt",minimum,wage,government,labour,new,nlc,fg,national,even,congress
YOUTH PARTY ASKS FEDERAL GOVERNMENT TO AVERTNLCSTRIKE.txt,economic,government,petrol,impact,removal,masses,policy,led,plan,unserious
Yaba the Nigerian Tech Cluster Success Story.txt,yaba,cluster,technology,cchub,vision,initiative,players,needs,real,allow
Yabis.txt,music,fela,dem,african,yabis,nigerian,government,go,people,military
"Yewa Leader Acknowledged Ashiru as the best in Amosun’s Government, as Ijebu-Remo Leaders consults Yewa-Awori Leaders..txt",ogun,leaders,candidate,said,westerners,support,easterners,senator,senatorial,yewa
Yiaga Africa Begins Preparations for the Edo State Governorship Election.txt,state,election,yiaga,edo,activities,africa,ensure,observation,training,inec
Yiaga Africa Urges Lawmakers to Conduct Routine Feedback Engagements with Constituents.txt,yiaga,africa,legislative,young,meeting,culture,feedback,jeremiah,support,engagement
Yiaga Africa supports Female Lawmaker for improved constituency engagement.txt,support,people,yiaga,africa,house,town,hall,legislators,ogbara,meeting
Yobe State.txt,yobe,state,cultural,economic,trade,challenges,environmental,including,government,historical
Yoruba Culture.txt,yoruba,cultural,social,known,traditional,culture,rich,often,orisha,vibrant
Young middle-class Nigerians are desperate to leave the country: insights into why.txt,japa,nigerian,youth,migration,leave,additional,nigeria,since,one,desire
Your Guide to Nigeria's Al Ecosystem.txt,ai,transformative,influence,extends,traditional,sectors,optimising,processes,automation,predictive
Youth Party Court Judgement By The Court Of Appeal INEC-vs.-YP-Appeal-Judgment-compressedDownload   Sope Durodola And Ifeanyi Nwoye Appointed As Acting National Secretary and National Auditor.txt,national,sope,acting,durodola,ifeanyi,nwoye,secretary,appointed,executive,committee
Youth-Party-A-Bold-Revenue-Plan-16-3-20.txt,tax,revenue,government,would,public,increase,must,available,within,subsidy
Zamfara State.txt,zamfara,state,economic,cultural,challenges,development,including,socio,communities,agriculture
Zamfara commissioner harps on need for child protection law.txt,child,protection,zamfara,state,implementation,children,social,ministry,commissioner,development
Zamfara: EFCC arraigns ex-Sharia Court Registrar for allegedly forging late businessman’s signature.txt,court,zamfara,state,upper,dandare,late,alhaji,registrar,sharia,justice
Zone launches decentralized PoS payment gateway to eliminate failure points and chargeback fraud.txt,payment,pos,gateway,transaction,financial,payments,product,processing,said,blockchain
"[19552629 - Journal of Language Contact] Nigerian Pidgin in Lagos. Language contact, variation and Change in an African urban setting.txt",de,et,le,les,la,des,pidgin,du,qui,à
[9781526137951 - Understanding political ideas and movements] Environmentalism and ecologism.txt,green,political,greens,human,ecologism,world,free,pm,page,kevin
[ARTICLE_accepted 20160518] LGBT Rights v. Asian Values - De-Reconstructing the Universality (IJHR).txt,rights,human,social,lgbt,law,see,cultural,sexual,international,taiwan
_Egwugwu and the Missing Bride (Igbo folktale).txt,chibuzo,love,bride,silence,reached,nneka,spirits,white,voice,egwugwu
_Lawal and Oluwatoyin.txt,development,national,nigeria,state,develop,strategies,plan,must,leaders,political
_The_Ever_Growing_World_of_Organic_Skin_Care_Products_.txt,organic,skin,products,care,chemicals,people,beauty,health,synthetic,artificial
_The_Social_Killer_.txt,social,anxiety,fear,people,disorder,phobia,symptoms,situations,kind,mental
_The_Versatile_Antioxidant_Vitamin_.txt,vitamin,c,free,radicals,activity,cells,many,system,antioxidant,damage
_Tis_The_Season_Not_To_Be_Jolly.txt,sad,may,people,mood,disorder,winter,light,changes,many,treatment
_Tools_to_Optimize_Your_Health_and_Well_Being_.txt,weight,chi,help,machine,healthy,loss,lose,goals,want,make
_Yeast_Infection__Description__Causes_and_Treatment_.txt,yeast,infection,causes,also,women,may,health,treatments,usually,vaginal
a modest proposal.txt,,,,,,,,,,
a-lincoln-anthology-003-the-gettysburg-address.txt,dedicated,great,us,shall,gettysburg,abraham,new,conceived,created,long
a-room-of-ones-own-virginia-woolf-1929.txt,one,could,like,might,would,seemed,women,great,old,heart
abacha.txt,military,abacha,nigerian,civilian,return,government,nigeria,june,training,babangida
abia.txt,abia,east,imo,areas,oil,palm,main,state,nigeria,administratively
abuja.txt,federal,capital,territory,administrative,nigeria,located,niger,square,central,created
"adenekan,+61-78.txt",community,ife,people,ethnic,relationship,modakeke,two,inter,among,age
adeogun-2018-the-development-of-university-music-education-in-nigeria-an-outline.txt,music,university,nigerian,education,african,nigeria,musical,national,academic,universities
adesina.txt,africa,african,bank,development,billion,million,ireland,climate,energy,youth
"admin,+Socialscientia+Dec+2019+ed-12-22.txt",women,igbo,political,colonial,men,warrant,system,journal,number,also
aff1c0946f8b9ac2ad1919e3a9c0a2d2.txt,hafid,one,day,become,today,never,man,would,love,old
ajol-file-journals_137_articles_57739_submission_proof_57739-1633-101173-1-10-20100811.txt,trauma,igbo,biafra,loss,ethnic,cultural,political,one,assumptive,would
ajol-file-journals_288_articles_90216_submission_proof_90216-3433-226372-1-10-20130703.txt,school,education,court,state,schools,educational,right,government,disciplinary,rights
ajol-file-journals_306_articles_261292_6583e2338ec93 (1).txt,food,climate,change,security,insecurity,severe,percent,people,agricultural,nigeria
ajol-file-journals_310_articles_78703_submission_proof_78703-3697-183755-1-10-20120710.txt,religious,violence,state,nigeria,religion,muslims,christians,christian,public,conflicts
ajol-file-journals_336_articles_60142_submission_proof_60142-4009-110459-1-10-20100928.txt,governance,democracy,good,political,african,government,economic,power,public,copyright
ajol-file-journals_336_articles_72356_submission_proof_72356-4009-157989-1-10-20111118.txt,stock,market,economic,development,growth,study,value,ratio,african,relationship
ajol-file-journals_353_articles_76982_submission_proof_76982-4213-177269-1-10-20120525.txt,music,africa,therapy,healing,musical,journal,technology,entrepreneurship,use,health
ajol-file-journals_415_articles_141257_submission_proof_141257-4945-376116-1-10-20160802.txt,music,data,popular,journal,sources,research,nigerian,studies,african,nigeria
ajol-file-journals_415_articles_200551_submission_proof_200551-4945-503292-1-10-20201015.txt,religion,religious,politics,nigeria,political,nigerian,national,development,public,government
ajol-file-journals_424_articles_170772_submission_proof_170772-5041-438688-1-10-20180509.txt,climate,change,global,human,impacts,nigeria,environmental,adaptation,impact,security
ajol-file-journals_479_articles_138197_submission_proof_138197-5653-369082-1-10-20160624.txt,law,court,rule,government,state,jurisdiction,constitution,military,supreme,nwlr
ajol-file-journals_49_articles_7956_submission_proof_7956-577-50754-1-10-20090225.txt,menstrual,menstruation,girls,health,reproductive,amongst,adolescent,study,practices,may
ajol-file-journals_511_articles_157097_submission_proof_157097-6037-409415-1-10-20170605.txt,kolanut,igbo,african,kola,oji,among,traditional,may,international,two
ajol-file-journals_607_articles_226377_submission_proof_226377-7144-551836-1-10-20220607.txt,sexual,vulva,case,haematoma,assault,non,health,port,haematomas,surgical
ajol-file-journals_677_articles_260205_65671c41f3d64 (1).txt,media,security,nigeria,journal,insecurity,available,mass,social,african,politics
ajol-file-journals_688_articles_236305_submission_proof_236305-8116-571123-1-10-20221116.txt,music,soul,nigerian,popular,nigeria,record,e,became,g,records
aksujacog_03_02_07.txt,revenue,development,infrastructural,generated,internally,government,state,relationship,akwa,ibom
akwa ibom.txt,state,akwa,ibom,cross,river,coast,oil,oron,area,along
ameachi.txt,governors,nigeria,retreat,former,time,sokoto,way,challenges,issues,executive
ameachi3.txt,e,violence,rivers,n,political,election,cult,r,p,elections
anambra.txt,anambra,state,niger,part,northern,includes,f,oil,palm,southern
art2full.txt,new,robots,may,office,technology,employment,work,robot,automation,computer
article12.txt,education,management,basic,administration,universal,ube,educational,development,nigeria,national
artificial-intelligence-applications-in-healthcare-epf.txt,ai,healthcare,patient,health,data,intelligence,artificial,patients,digital,ensure
atiku (1).txt,abubakar,party,atiku,opposition,also,campaign,presidential,south,two,candidate
authorvsthemanwmu.txt,orwell,w,winston,hi,nineteen,one,nd,e,l,unde
b5783aa3f5d067e43e36297869ab1539a050.txt,land,water,river,use,cover,area,benue,adamawa,pattern,areas
barnes (1).txt,black,n,du,f,e,r,b,l,h,al
barnes.txt,black,n,du,f,e,r,b,l,h,al
barriers-motivation-behavior-performance-workplace.txt,goal,performance,research,setting,motivation,goals,journal,applied,task,personality
bello.txt,budget,state,kogi,revenue,total,page,expenditure,honourable,recurrent,capital
benue1.txt,education,state,benue,ict,e,besevic,government,honourable,intervention,order
benue3.txt,muslim,democracy,nigeria,islam,conflict,democratic,resolution,states,even,world
biogas.txt,et,host,parasitoid,encapsulation,immune,larvae,resistant,parasitism,typhae,total
blier.txt,ife,also,early,ancient,heads,art,facial,african,obalufon,oruba
borno.txt,lake,borno,nigeria,state,bornu,became,chad,south,also,maiduguri
